ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE000A0H08M3","EXH1","IS.S.E.600 OIL+G.U.ETF A.","ETF","EUR",2504330,2018-03-26,07:14,30.28,30.28,30.28,30.28,85,1
"DE000A0JC8S7","D6H","DATAGROUP SE  INH. O.N.","Common stock","EUR",2504338,2018-03-26,07:14,39.95,39.95,39.95,39.95,325,4
"DE000A0JM2M1","B7E","BLUE CAP             O.N.","Common stock","EUR",2504344,2018-03-26,07:14,16.4,16.4,16.4,16.4,153,1
"DE000A0JQ5U3","M5Z","MANZ AG","Common stock","EUR",2504345,2018-03-26,07:14,31.35,31.35,31.35,31.35,1,1
"DE000A0LAUP1","CE2","CROPENERGIES AG","Common stock","EUR",2504376,2018-03-26,07:14,5.87,5.87,5.86,5.86,508,5
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2018-03-26,07:14,66.45,66.45,66.4,66.4,106,2
"DE000A0SMSH2","MUX","MUTARES AG","Common stock","EUR",2504399,2018-03-26,07:14,18.1,18.1,18.1,18.1,500,1
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,07:14,16.995,17.02,16.985,16.985,300,3
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,07:14,23.86,23.86,23.68,23.8,9898,22
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,07:14,24.59,24.6,24.59,24.6,135,2
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,07:14,196.5,196.75,196.45,196.7,1155,16
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,07:14,3.708,3.708,3.705,3.706,3101,7
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,07:14,39.41,39.41,39.38,39.38,954,7
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2018-03-26,07:14,70.76,70.76,70.76,70.76,114,2
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,07:14,14.24,14.24,14.24,14.24,38,1
"DE000A161N30","GLJ","GRENKE AG NA O.N.","Common stock","EUR",2504606,2018-03-26,07:14,88.1,88.15,87.85,87.9,280,7
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2018-03-26,07:14,38.45,38.46,38.45,38.46,265,2
"DE000A2DAM03","AAG","AUMANN AG","Common stock","EUR",2504639,2018-03-26,07:14,54.4,54.4,54,54,475,5
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,07:14,81.49,81.5,81.47,81.5,1244,14
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,07:14,90.99,91.02,90.94,91,6454,39
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,07:14,11.056,11.074,11.056,11.074,5015,8
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,07:14,8.993,9,8.988,8.996,42535,33
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,07:14,28.33,28.33,28.33,28.33,348,1
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2018-03-26,07:14,29.86,29.86,29.82,29.82,146,3
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,07:14,72,72,71.94,71.94,147,2
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2018-03-26,07:14,23.02,23.02,23.02,23.02,191,1
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,07:14,61.4,61.4,61.4,61.4,39,3
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2018-03-26,07:14,64.6,64.62,64.6,64.62,404,2
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2018-03-26,07:14,12.455,12.455,12.44,12.445,795,4
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,07:14,63.98,63.98,63.98,63.98,144,2
"DE000TLX1005","TLX","TALANX AG NA O.N.","Common stock","EUR",2504854,2018-03-26,07:14,34.5,34.5,34.48,34.5,696,8
"DE000UNSE018","UN01","UNIPER SE  NA O.N.","Common stock","EUR",2504856,2018-03-26,07:14,24.5,24.5,24.5,24.5,2062,7
"DE000WACK012","WAC","WACKER NEUSON SE NA O.N.","Common stock","EUR",2504858,2018-03-26,07:14,28.84,28.84,28.84,28.84,135,1
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,07:14,152.65,152.65,152.1,152.4,1687,23
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,07:14,134.4,134.4,134.15,134.2,1110,15
"DE000XNG8888","O1BC","XING SE  NA O.N.","Common stock","EUR",2504862,2018-03-26,07:14,242,242,242,242,66,1
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2018-03-26,07:14,45.04,45.09,45.04,45.07,635,4
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2018-03-26,07:14,52.2,52.2,52.12,52.12,239,6
"DE0005102008","BSL","BASLER AG O.N.","Common stock","EUR",2504880,2018-03-26,07:14,168.4,169.4,168.2,169.4,196,5
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,07:14,11.26,11.294,11.26,11.292,39363,60
"DE0005178008","SYT","SOFTING AG O.N.","Common stock","EUR",2504899,2018-03-26,07:14,8.7,8.7,8.64,8.7,204,2
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,07:14,84.81,84.92,84.81,84.91,2469,13
"DE0005190037","BMW3","BAY.MOTOREN WERKE  VZO","Common stock","EUR",2504901,2018-03-26,07:14,73.25,73.25,73.1,73.1,121,4
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,07:14,87.06,87.1,87.06,87.06,396,5
"DE0005313704","AFX","CARL ZEISS MEDITEC AG","Common stock","EUR",2504922,2018-03-26,07:14,49.96,49.96,49.9,49.9,207,2
"DE0005403901","CWC","CEWE STIFT.KGAA  O.N.","Common stock","EUR",2504924,2018-03-26,07:14,79.8,79.8,79.8,79.8,66,2
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,07:14,38.17,38.17,38.17,38.17,56,1
"DE0005408884","LEO","LEONI AG NA O.N.","Common stock","EUR",2504929,2018-03-26,07:14,52.2,52.24,52.16,52.24,533,7
"DE0005419105","COK","CANCOM SE O.N.","Common stock","EUR",2504930,2018-03-26,07:14,78.5,78.55,78.5,78.5,3139,20
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,07:14,217.6,217.7,217.5,217.7,2189,13
"DE0005470306","EVD","CTS EVENTIM KGAA","Common stock","EUR",2504934,2018-03-26,07:14,38.54,38.64,38.52,38.6,552,6
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2018-03-26,07:14,61.84,61.84,61.84,61.84,146,2
"DE0005493092","BVB","BORUSSIA DORTMUND","Common stock","EUR",2504940,2018-03-26,07:14,5.18,5.185,5.18,5.185,2445,3
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2018-03-26,07:14,68.05,68.05,68.05,68.05,93,1
"DE0005545503","DRI","1+1 DRILLISCH AG O.N.","Common stock","EUR",2504950,2018-03-26,07:14,58.65,58.65,58.6,58.6,357,3
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,07:14,76.5,76.5,76.3,76.3,304,6
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,07:14,35.23,35.24,35.22,35.24,11626,26
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,07:14,13.02,13.03,13.015,13.03,34229,11
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,07:14,90.58,90.58,90.58,90.58,130,1
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,07:14,15.74,15.75,15.715,15.725,1731,7
"DE0005773303","FRA","FRAPORT AG FFM.AIRPORT","Common stock","EUR",2504970,2018-03-26,07:14,80.32,80.32,80.32,80.32,101,2
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,07:14,60.86,60.88,60.84,60.86,1800,11
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,07:14,81.28,81.3,81.28,81.3,365,10
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,07:14,44.66,44.66,44.66,44.66,37,1
"DE0005800601","GFT","GFT TECHNOLOGIES SE","Common stock","EUR",2504977,2018-03-26,07:14,12.95,13.15,12.95,13.04,10087,18
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,07:14,108.9,108.9,108.9,108.9,50,2
"DE0005933972","EXS2","ISHARES TECDAX UCITS ETF","ETF","EUR",2504991,2018-03-26,07:14,23.585,23.585,23.585,23.585,25778,2
"DE0006013006","HAB","HAMBORNER REIT AG O.N.","Common stock","EUR",2504998,2018-03-26,07:14,9.36,9.36,9.35,9.35,773,4
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,07:14,79.28,79.32,79.26,79.32,1905,22
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,07:14,104.4,104.4,104.35,104.35,646,3
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,07:14,82.12,82.16,82.1,82.12,3721,34
"DE0006229107","JEN","JENOPTIK AG O.N.","Common stock","EUR",2505023,2018-03-26,07:14,28.34,28.34,28.3,28.32,412,5
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,07:14,22.24,22.25,22.24,22.25,3547,9
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2018-03-26,07:14,167.8,167.8,167.75,167.75,139,4
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,07:14,76.3,76.38,76.3,76.38,126,6
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2018-03-26,07:14,34.46,34.48,34.45,34.47,1332,8
"DE0006632003","MOR","MORPHOSYS AG O.N.","Common stock","EUR",2505055,2018-03-26,07:14,83.9,83.9,83.9,83.9,77,1
"DE0006766504","NDA","AURUBIS AG","Common stock","EUR",2505060,2018-03-26,07:14,66.3,66.3,66.3,66.3,150,2
"DE0006916604","PFV","PFEIFFER VACUUM TECH.O.N.","Common stock","EUR",2505061,2018-03-26,07:14,134.9,134.9,134.9,134.9,106,1
"DE0006969603","PUM","PUMA SE","Common stock","EUR",2505067,2018-03-26,07:14,393,393,393,393,24,1
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2018-03-26,07:14,111.85,111.85,111.85,111.85,24,1
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,07:14,19.91,19.945,19.9,19.94,16205,19
"DE0007037145","RWE3","RWE AG VZO O.N.","Common stock","EUR",2505073,2018-03-26,07:14,16.42,16.42,16.42,16.42,421,11
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,07:14,66.03,66.09,66.02,66.09,4204,17
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,07:14,84.27,84.31,84.27,84.3,1239,9
"DE0007165631","SRT3","SARTORIUS AG VZO O.N.","Common stock","EUR",2505079,2018-03-26,07:14,114.6,114.6,114.3,114.3,446,5
"DE0007201907","SIS","FIRST SENSOR AG O.N.","Common stock","EUR",2505082,2018-03-26,07:14,25.9,25.9,25.9,25.9,814,1
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,07:14,101.48,101.52,101.48,101.52,3701,21
"DE0007251803","SAZ","STADA ARZNEIMITT. NA O.N.","Common stock","EUR",2505089,2018-03-26,07:14,83.94,83.94,83.94,83.94,23,1
"DE0007314007","HDD","HEIDELBERG.DRUCKMA.O.N.","Common stock","EUR",2505096,2018-03-26,07:14,2.998,3.006,2.998,3.006,4725,6
"DE0007461006","TPE","PVA TEPLA AG O.N.","Common stock","EUR",2505100,2018-03-26,07:14,16.65,16.65,16.65,16.65,430,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,07:14,96.42,96.46,96.4,96.42,1404,8
"DE0007480204","DEQ","DEUTSCHE EUROSHOP NA O.N.","Common stock","EUR",2505102,2018-03-26,07:14,29.18,29.18,29.14,29.14,317,4
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,07:14,21.24,21.25,21.24,21.25,2082,7
"DE0007507501","WSU","WASHTEC AG O.N.","Common stock","EUR",2505106,2018-03-26,07:14,76.6,76.6,76.6,76.6,211,2
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2018-03-26,07:14,155.7,155.7,155.5,155.6,268,3
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,07:14,153.84,153.9,153.82,153.86,4037,38
"DE0008019001","PBB","DT.PFANDBRIEFBK AG","Common stock","EUR",2505126,2018-03-26,07:14,12.76,12.78,12.76,12.78,1662,8
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,07:14,25.51,25.52,25.49,25.51,5662,15
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,07:14,181.18,181.28,181.1,181.28,2295,23
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,07:14,184.8,184.95,184.8,184.95,601,12
"FR0000120578","SNW","SANOFI SA INHABER    EO 2","Common stock","EUR",2505171,2018-03-26,07:14,64.35,64.35,64.35,64.35,200,1
"FR0000125486","SQU","VINCI S.A. INH.   EO 2,50","Common stock","EUR",2505182,2018-03-26,07:14,78.82,78.82,78.82,78.82,79,1
"FR0011079466","LYY0","LY.MSCI AL.CO.WO.UETF CEO","ETF","EUR",2505321,2018-03-26,07:14,220.4,220.4,220.4,220.4,152,1
"GB00B03MLX29","R6C","ROYAL DUTCH SHELL A EO-07","Common stock","EUR",2505360,2018-03-26,07:14,25.57,25.57,25.57,25.57,12,1
"GB00B1XZS820","NGLB","ANGLO AMERICAN DL-,54945","Common stock","EUR",2505363,2018-03-26,07:14,19.26,19.26,19.26,19.26,1005,2
"GB0009252882","GS7","GLAXOSMITHKLINE   LS-,25","Common stock","EUR",2505383,2018-03-26,07:14,15.34,15.34,15.34,15.34,49,2
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2018-03-26,07:14,23.15,23.15,23.13,23.15,2242,17
"IE00BYVJRR92","QDVR","ISIV-MSCIUSASRI U.ETF DLA","ETF","EUR",2505539,2018-03-26,07:14,5.3,5.3,5.3,5.3,12,1
"IE00BYZK4776","2B78","ISHS IV-HEALTHC.INNOV.ETF","ETF","EUR",2505553,2018-03-26,07:14,5.431,5.431,5.431,5.431,4700,1
"IE00B0M63177","IQQE","IS MSCI EM U.ETF USD D","ETF","EUR",2505573,2018-03-26,07:14,36.936,36.936,36.936,36.936,189,1
"IE00B42Z5J44","IBCG","ISHSV-MSCI JAPAN EO HDG A","ETF","EUR",2505672,2018-03-26,07:14,47.446,47.446,47.446,47.446,171,1
"IT0003128367","ENL","ENEL S.P.A.          EO 1","Common stock","EUR",2505805,2018-03-26,07:14,4.873,4.873,4.873,4.873,2056,1
"IT0005239360","CRIN","UNICREDIT","Common stock","EUR",2505810,2018-03-26,07:14,16.826,16.826,16.826,16.826,110,1
"LU0292107645","DBX1","XTR.MSCI EM.MKT.SWAP 1C","ETF","EUR",2505859,2018-03-26,07:14,39.735,39.736,39.735,39.736,4038,2
"LU0307018795","SFQ","SAF HOLLAND S.A.   EO-,01","Common stock","EUR",2505867,2018-03-26,07:14,17.16,17.18,17.16,17.16,724,4
"LU0378434582","C060","CS.-STX.EU.600 NR U.ETF I","ETF","EUR",2505891,2018-03-26,07:14,75.61,75.61,75.61,75.61,26,1
"LU0480132876","UIMI","UBS-ETF-MSCI EM.MKTS DLAD","ETF","EUR",2505976,2018-03-26,07:14,94.18,94.18,94.18,94.18,1109,2
"LU0839027447","XDJP","XTR.NIKKEI 225 1D","ETF","EUR",2506063,2018-03-26,07:14,16.376,16.376,16.376,16.376,2778,1
"NL0000009355","UNI3","UNILEVER CVA    EO -,16","Common stock","EUR",2506255,2018-03-26,07:14,43.415,43.415,43.415,43.415,2,1
"NL0000235190","AIR","AIRBUS","Common stock","EUR",2506257,2018-03-26,07:14,92.83,92.83,92.83,92.83,82,1
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2018-03-26,07:14,0.262,0.2634,0.2607,0.2626,32063,11
"LU0274211217","DBXE","XTR.EURO STOXX 50 1D","ETF","EUR",2506401,2018-03-26,07:14,35.055,35.06,35.055,35.06,1288,2
"US02079K3059","ABEA","ALPHABET INC.CL.A DL-,001","Common stock","EUR",2506424,2018-03-26,07:14,842.99,843,842.99,842.99,74,6
"US0378331005","APC","APPLE INC.","Common stock","EUR",2506434,2018-03-26,07:14,135.66,135.76,135.45,135.76,781,3
"US0846707026","BRYN","BERKSH. H.B NEW DL-,00333","Common stock","EUR",2506447,2018-03-26,07:14,157.43,157.43,157.43,157.43,3,1
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2018-03-26,07:14,127.58,127.58,127.2,127.49,2951,16
"US5951121038","MTE","MICRON TECHN. INC. DL-,10","Common stock","EUR",2506531,2018-03-26,07:14,44.56,44.58,44.56,44.58,450,3
"US64110L1061","NFC","NETFLIX INC.      DL-,001","Common stock","EUR",2506536,2018-03-26,07:14,247.02,247.02,247.02,247.02,1,1
"US6549022043","NOAA","NOKIA OYJ A ADR 1/EO-,06","Common stock","EUR",2506540,2018-03-26,07:14,4.4,4.4,4.4,4.4,173,1
"DE000BFB0019","B4B","METRO AG   ST O.N.","Common stock","EUR",2532386,2018-03-26,07:14,14.795,14.795,14.79,14.79,1498,5
"DE000A2E4L75","LINU","LINDE AG O.N. Z.UMT.","Common stock","EUR",2600157,2018-03-26,07:14,175.3,175.3,175.25,175.25,509,4
"LU1673108939","AT1","AROUNDTOWN EO-,01","Common stock","EUR",2653294,2018-03-26,07:14,6.1,6.1,6.095,6.095,15404,2
"IE00B3RBWM25","VGWL","VANG.FTSE A.-WO.U.ETF DL","ETF","EUR",2749247,2018-03-26,07:14,67.41,67.41,67.41,67.41,2201,1
"DE000SHL1006","SHL","SIEMENS HEALTH.AG NA O.N.","Common stock","EUR",3058562,2018-03-26,07:14,32.295,32.295,32.25,32.25,500,2
"DE000DWS1007","DWS","DWS GROUP GMBH+CO.KGAA ON","Common stock","EUR",3089123,2018-03-26,07:14,32.93,32.99,32.93,32.93,827,3
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2018-03-26,07:15,20.64,20.64,20.6,20.6,3380,5
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2018-03-26,07:15,63.06,63.06,63.06,63.06,15,1
"DE000A0X9AA8","DES2","ETFS DAX DLY2XSH.GO UC.DZ","ETF","EUR",2504257,2018-03-26,07:15,5.111,5.112,5.11,5.112,14500,7
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2018-03-26,07:15,103.18,103.18,103.18,103.18,416,1
"LU0252634307","LYY8","MUL-LYX.DLY.LEVDAX U.E. A","ETF","EUR",2504268,2018-03-26,07:15,98.29,98.29,98.25,98.25,1050,2
"LU0274211480","DBXD","XTR.DAX 1C","ETF","EUR",2504269,2018-03-26,07:15,116.06,116.06,116.06,116.06,33,1
"LU0411075020","DBPD","XTR.SHORTDAX X2 DA.SW. 1C","ETF","EUR",2504272,2018-03-26,07:15,4.137,4.1425,4.137,4.1425,4833,2
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2018-03-26,07:15,72.65,72.65,72.6,72.6,64,2
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2018-03-26,07:15,8.156,8.156,8.156,8.156,449,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2018-03-26,07:15,133.9,133.9,133.9,133.9,102,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,07:15,36.32,36.33,36.3,36.32,1659,12
"DE000A0H08D2","EXX7","ISHARES NIKKEI 225 U.ETF","ETF","EUR",2504322,2018-03-26,07:15,15.812,15.812,15.812,15.812,2005,1
"DE000A0H08K7","EXH5","IS.S.E.600 INSUR.U.ETF A.","ETF","EUR",2504328,2018-03-26,07:15,27.98,27.98,27.98,27.98,135,1
"DE000A0H08M3","EXH1","IS.S.E.600 OIL+G.U.ETF A.","ETF","EUR",2504330,2018-03-26,07:15,30.285,30.285,30.275,30.275,605,4
"DE000A0JBPG2","PNE3","PNE WIND AG NA O.N.","Common stock","EUR",2504337,2018-03-26,07:15,2.915,2.915,2.915,2.915,2149,3
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2018-03-26,07:15,56.8,56.8,56.8,56.8,100,1
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2018-03-26,07:15,12.28,12.28,12.27,12.27,522,2
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2018-03-26,07:15,66.3,66.3,66.25,66.25,108,2
"DE000A0L1H32","93M","MPH HEALTH CARE  INH O.N.","Common stock","EUR",2504383,2018-03-26,07:15,4.11,4.11,4.11,4.11,122,1
"DE000A0SMSH2","MUX","MUTARES AG","Common stock","EUR",2504399,2018-03-26,07:15,18.1,18.25,18.1,18.1,189,2
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2018-03-26,07:15,9.095,9.095,9.06,9.08,5522,13
"DE000A0S8488","HHFA","HAMBURG.HAFEN LOG.A-SP NA","Common stock","EUR",2504409,2018-03-26,07:15,18.81,18.81,18.81,18.81,330,1
"DE000A0XYGA7","TTR1","TECHNOTRANS AG NA O.N.","Common stock","EUR",2504432,2018-03-26,07:15,40.25,40.25,40.15,40.15,164,4
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,07:15,23.78,23.78,23.46,23.5,5319,26
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,07:15,24.56,24.56,24.56,24.56,372,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2018-03-26,07:15,48.25,48.25,48.19,48.19,147,2
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,07:15,196.7,196.7,196.4,196.4,860,14
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2018-03-26,07:15,58.9,58.9,58.8,58.8,164,3
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,07:15,3.708,3.708,3.704,3.704,6824,7
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,07:15,39.39,39.4,39.31,39.31,1497,11
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2018-03-26,07:15,70.82,70.86,70.74,70.74,1095,14
"DE000A1TNUT7","DBAN","DT.BETEILIG.AG   NA O.N.","Common stock","EUR",2504519,2018-03-26,07:15,40.2,40.2,40.2,40.2,10,1
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,07:15,14.28,14.29,14.24,14.24,1231,5
"DE000A1X3XX4","DIC","DIC ASSET AG NA O.N.","Common stock","EUR",2504532,2018-03-26,07:15,10.36,10.38,10.36,10.38,454,2
"DE000A12B8Z4","TLG","TLG IMMOBILIEN AG","Common stock","EUR",2504555,2018-03-26,07:15,22.68,22.68,22.68,22.68,924,2
"DE000A12DM80","G24","SCOUT24 AG NA O.N.","Common stock","EUR",2504556,2018-03-26,07:15,35.58,35.58,35.56,35.56,627,6
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2018-03-26,07:15,25,25,25,25,332,1
"DE000A12UP37","NC5A","NORCOM INF.TECHN.AG","Common stock","EUR",2504566,2018-03-26,07:15,61.3,61.3,61.2,61.2,34,3
"DE000A161N30","GLJ","GRENKE AG NA O.N.","Common stock","EUR",2504606,2018-03-26,07:15,87.75,87.75,87.6,87.6,71,2
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2018-03-26,07:15,38.46,38.46,38.38,38.39,7204,11
"DE000A2DAM03","AAG","AUMANN AG","Common stock","EUR",2504639,2018-03-26,07:15,54,54.4,54,54.4,191,2
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,07:15,81.49,81.52,81.41,81.41,6097,44
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,07:15,91.03,91.04,90.88,90.89,7089,43
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,07:15,11.076,11.082,11.062,11.062,19366,36
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,07:15,8.997,8.997,8.97,8.97,37584,53
"DE000ETFL441","ELF1","DEKA MDAX","ETF","EUR",2504714,2018-03-26,07:15,244.7,244.7,244.65,244.65,750,2
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,07:15,28.3,28.31,28.29,28.29,2221,7
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2018-03-26,07:15,29.86,29.86,29.76,29.76,3921,14
"DE000KC01000","KCO","KLOECKNER + CO SE NA O.N.","Common stock","EUR",2504810,2018-03-26,07:15,10.26,10.26,10.24,10.24,781,6
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,07:15,72.04,72.04,71.94,72,822,6
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2018-03-26,07:15,23.01,23.03,23,23,2065,8
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,07:15,61.38,61.38,61.34,61.34,172,4
