ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2018-03-26,07:00,20.56,20.56,20.56,20.56,1115,5
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,07:00,17.035,17.08,16.92,16.98,2892,11
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,07:00,24.02,24.18,23.94,24.12,5721,34
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,07:00,24.72,24.72,24.7,24.72,315,2
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,07:00,196.35,196.4,195.6,195.9,5616,27
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,07:00,3.73,3.73,3.73,3.73,6400,5
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,07:00,39.42,39.49,39.42,39.45,2187,12
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,07:00,14.44,14.44,14.37,14.4,1601,4
"DE000A111338","AM3D","SLM SOLUTIONS GRP AG","Common stock","EUR",2504550,2018-03-26,07:00,33.35,33.35,33.35,33.35,40,1
"DE000A2DAM03","AAG","AUMANN AG","Common stock","EUR",2504639,2018-03-26,07:00,55,55,55,55,7,1
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,07:00,81.48,81.49,81.3,81.39,5317,47
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,07:00,90.9,90.9,90.77,90.86,5323,34
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,07:00,11.09,11.09,11.04,11.058,23698,17
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,07:00,149.4,149.4,149.3,149.4,200,4
"DE000XNG8888","O1BC","XING SE  NA O.N.","Common stock","EUR",2504862,2018-03-26,07:00,240.5,240.5,240,240,42,3
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2018-03-26,07:00,52.82,52.82,52.82,52.82,76,2
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,07:00,11.39,11.39,11.358,11.37,24466,46
"DE0005158703","BC8","BECHTLE AG O.N.","Common stock","EUR",2504894,2018-03-26,07:00,66.4,66.45,66.4,66.4,280,4
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,07:00,84.82,84.84,84.59,84.7,3241,35
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,07:00,87.16,87.16,87.08,87.16,961,14
"DE0005419105","COK","CANCOM SE O.N.","Common stock","EUR",2504930,2018-03-26,07:00,78.7,78.95,78.7,78.95,20,2
"DE0005437305","COP","COMPUGROUP MED.SE O.N.","Common stock","EUR",2504932,2018-03-26,07:00,43.86,43.86,43.86,43.86,233,5
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,07:00,216.8,216.8,216.6,216.6,1329,14
"DE0005545503","DRI","1+1 DRILLISCH AG O.N.","Common stock","EUR",2504950,2018-03-26,07:00,58.65,58.65,58.65,58.65,7,1
"DE0005550602","DRW8","DRAEGERWERK ST.A.O.N.","Common stock","EUR",2504951,2018-03-26,07:00,60.9,60.9,60.9,60.9,160,5
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,07:00,79.1,79.65,79.1,79.65,712,13
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,07:00,35.14,35.14,35.1,35.13,2613,11
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,07:00,13.065,13.07,13.055,13.06,12414,14
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,07:00,15.615,15.67,15.615,15.67,740,4
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,07:00,61.04,61.04,61,61,763,5
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,07:00,81.32,81.34,81.3,81.34,3352,18
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,07:00,109.2,109.25,109,109.05,373,7
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,07:00,79.24,79.24,79.1,79.14,2257,26
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2018-03-26,07:00,101.8,101.8,101.6,101.6,104,3
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,07:00,104.8,104.8,104.6,104.65,2590,11
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,07:00,81.8,81.8,81.76,81.76,313,3
"DE0006229107","JEN","JENOPTIK AG O.N.","Common stock","EUR",2505023,2018-03-26,07:00,28.1,28.12,28.08,28.12,1744,19
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,07:00,22.2,22.21,22.19,22.21,2729,8
"DE0006452907","NEM","NEMETSCHEK SE O.N.","Common stock","EUR",2505040,2018-03-26,07:00,83.5,83.5,83.4,83.4,51,2
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2018-03-26,07:00,167.9,167.9,167.7,167.7,157,3
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,07:00,76.08,76.14,76.06,76.1,858,10
"DE0006632003","MOR","MORPHOSYS AG O.N.","Common stock","EUR",2505055,2018-03-26,07:00,83.95,83.95,83.95,83.95,181,1
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,07:00,19.8,19.8,19.775,19.795,7034,13
"DE0007037145","RWE3","RWE AG VZO O.N.","Common stock","EUR",2505073,2018-03-26,07:00,16.3,16.3,16.3,16.3,2000,2
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,07:00,66.1,66.11,66.05,66.05,868,10
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,07:00,84.35,84.43,84.3,84.31,5265,28
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,07:00,101.74,101.82,101.6,101.6,2026,14
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,07:00,96.46,96.48,96,96.04,1750,16
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,07:00,21.26,21.26,21.16,21.24,2404,10
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2018-03-26,07:00,155.1,155.1,155.1,155.1,180,7
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,07:00,153.8,153.82,153.14,153.24,4120,35
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,07:00,25.58,25.58,25.55,25.55,3469,12
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,07:00,181.24,181.24,180.94,180.98,3763,35
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,07:00,185.9,185.9,185.2,185.35,1329,16
"NL0012169213","QIA","QIAGEN NV         EO -,01","Common stock","EUR",2506272,2018-03-26,07:00,26.48,26.48,26.48,26.48,401,3
"DE000A2E4L75","LINU","LINDE AG O.N. Z.UMT.","Common stock","EUR",2600157,2018-03-26,07:00,174.65,175,174.6,174.9,1100,19
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2018-03-26,07:01,55,55,54.65,54.8,1004,4
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2018-03-26,07:01,8.17,8.17,8.17,8.17,486,1
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,07:01,17.065,17.14,17.065,17.085,8996,17
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,07:01,24.08,24.14,24.04,24.1,600,6
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,07:01,24.7,24.7,24.7,24.7,652,1
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,07:01,195.85,196.2,195.45,195.45,3047,51
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,07:01,3.728,3.734,3.728,3.734,8416,8
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,07:01,39.46,39.46,39.46,39.46,175,1
"DE000A2DAM03","AAG","AUMANN AG","Common stock","EUR",2504639,2018-03-26,07:01,55,55,55,55,9,3
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,07:01,81.35,81.41,81.21,81.24,5541,73
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,07:01,90.84,90.84,90.66,90.66,4199,28
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,07:01,11.05,11.066,11.048,11.054,15042,25
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,07:01,149.15,149.15,149.15,149.15,20,1
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,07:01,11.364,11.38,11.354,11.362,96446,66
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,07:01,84.64,84.65,84.51,84.51,2665,24
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,07:01,87.26,87.28,87.16,87.16,338,5
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,07:01,216.6,216.9,216.5,216.7,869,19
"DE0005550602","DRW8","DRAEGERWERK ST.A.O.N.","Common stock","EUR",2504951,2018-03-26,07:01,60.9,60.9,60.9,60.9,320,12
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,07:01,79.8,80.05,79.65,80.05,446,7
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,07:01,35.11,35.12,35.08,35.1,6599,29
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,07:01,13.06,13.065,13.035,13.045,78544,57
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,07:01,15.62,15.655,15.55,15.55,14305,15
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,07:01,60.96,61,60.9,60.98,2125,23
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,07:01,81.3,81.34,81.28,81.28,1824,30
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,07:01,109.1,109.15,109.1,109.15,263,4
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,07:01,79.16,79.16,78.96,78.96,4596,20
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2018-03-26,07:01,101.7,101.7,101.5,101.5,202,3
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,07:01,104.7,104.85,104.5,104.65,3094,29
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,07:01,81.76,81.76,81.58,81.6,1844,20
"DE0006229107","JEN","JENOPTIK AG O.N.","Common stock","EUR",2505023,2018-03-26,07:01,28.08,28.08,28.06,28.06,449,4
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,07:01,22.2,22.22,22.19,22.19,8801,31
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,07:01,76.1,76.1,75.9,76,2902,25
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,07:01,66.08,66.08,65.86,65.92,17654,33
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,07:01,84.25,84.3,84.2,84.2,2035,18
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,07:01,101.56,101.72,101.48,101.5,9342,52
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,07:01,96.06,96.1,96.06,96.1,363,4
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,07:01,21.22,21.22,21.16,21.18,2498,16
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2018-03-26,07:01,155.1,155.2,154.6,155.2,405,8
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,07:01,153.1,153.56,152.86,153.56,4409,35
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,07:01,25.54,25.54,25.51,25.52,5068,15
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,07:01,180.9,181.16,180.82,181,3441,43
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,07:01,185.2,185.2,185.05,185.1,777,17
"NL0012169213","QIA","QIAGEN NV         EO -,01","Common stock","EUR",2506272,2018-03-26,07:01,26.47,26.49,26.46,26.49,1306,6
"DE000A2E4L75","LINU","LINDE AG O.N. Z.UMT.","Common stock","EUR",2600157,2018-03-26,07:01,174.8,175,174.8,175,173,4
"DE000A0BVU28","OSP2","USU SOFTWARE AG","Common stock","EUR",2504280,2018-03-26,07:02,23,23,23,23,1,1
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2018-03-26,07:02,54.7,54.9,54.7,54.9,432,4
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2018-03-26,07:02,8.156,8.156,8.156,8.156,64,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2018-03-26,07:02,133.3,133.3,133.3,133.3,50,2
"DE000A0EPUH1","ISH2","INTERSHOP COMM.","Common stock","EUR",2504299,2018-03-26,07:02,1.9,1.9,1.9,1.9,225,1
"DE000A0HHJR3","CLIQ","CLIQ DIGITAL AG  O.N.","Common stock","EUR",2504310,2018-03-26,07:02,5.7,5.7,5.7,5.7,799,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,07:02,36.41,36.42,36.33,36.42,656,4
"DE000A0JC8S7","D6H","DATAGROUP SE  INH. O.N.","Common stock","EUR",2504338,2018-03-26,07:02,40,40,40,40,25,1
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2018-03-26,07:02,56.35,56.6,56.35,56.6,329,4
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2018-03-26,07:02,12.28,12.28,12.28,12.28,500,1
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2018-03-26,07:02,9.15,9.15,9.11,9.11,940,2
"DE000A0S8488","HHFA","HAMBURG.HAFEN LOG.A-SP NA","Common stock","EUR",2504409,2018-03-26,07:02,18.74,18.74,18.64,18.74,300,9
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,07:02,17.08,17.105,17.02,17.065,8482,16
"DE000A0XYGA7","TTR1","TECHNOTRANS AG NA O.N.","Common stock","EUR",2504432,2018-03-26,07:02,40.45,40.45,40.45,40.45,145,2
"DE000A0Z1JH9","PSAN","PSI SOFTWARE AG NA O.N.","Common stock","EUR",2504435,2018-03-26,07:02,17.45,17.45,17.45,17.45,150,3
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,07:02,24.12,24.14,24,24,7887,39
"DE000A0Z23Q5","ADN1","ADESSO AG  O.N.","Common stock","EUR",2504440,2018-03-26,07:02,57.8,57.8,57.8,57.8,2,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2018-03-26,07:02,48.31,48.31,48.3,48.3,48,2
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,07:02,195.35,195.6,195.15,195.3,1138,25
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2018-03-26,07:02,58.75,58.75,58.75,58.75,36,1
"DE000A1K0227","CNWK","CO.DON AG   INH. O.N.","Common stock","EUR",2504494,2018-03-26,07:02,6.37,6.37,6.37,6.37,68,1
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,07:02,39.42,39.42,39.37,39.38,825,7
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2018-03-26,07:02,70.9,71.02,70.72,70.72,660,8
"DE000A1RFM03","LIO1","SYGNIS AG","Common stock","EUR",2504515,2018-03-26,07:02,1.45,1.45,1.45,1.45,3439,1
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,07:02,14.34,14.34,14.34,14.34,1019,4
"DE000A1X3XX4","DIC","DIC ASSET AG NA O.N.","Common stock","EUR",2504532,2018-03-26,07:02,10.38,10.38,10.38,10.38,301,1
"DE000A12DM80","G24","SCOUT24 AG NA O.N.","Common stock","EUR",2504556,2018-03-26,07:02,35.8,35.8,35.78,35.78,255,2
"DE000A14KL72","VSC","4SC AG","Common stock","EUR",2504585,2018-03-26,07:02,7.25,7.25,7.24,7.24,1788,3
"DE000A14KR27","INW1","GBS SOFTWARE AG","Common stock","EUR",2504587,2018-03-26,07:02,0.428,0.428,0.428,0.428,11,1
"DE000A161N30","GLJ","GRENKE AG NA O.N.","Common stock","EUR",2504606,2018-03-26,07:02,88.25,88.25,88.25,88.25,20,1
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2018-03-26,07:02,38.6,38.6,38.6,38.6,31,1
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,07:02,81.24,81.33,81.24,81.28,3005,29
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,07:02,90.65,90.88,90.65,90.8,4877,37
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,07:02,11.056,11.062,11.044,11.044,7015,13
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,07:02,8.995,8.996,8.978,8.98,20376,37
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,07:02,28.22,28.22,28.2,28.2,353,3
"DE000FTG1111","FTK","FINTECH GROUP AG  NA O.N.","Common stock","EUR",2504808,2018-03-26,07:02,27.4,27.4,27.4,27.4,6,2
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2018-03-26,07:02,30.1,30.1,30.06,30.06,458,4
"DE000KC01000","KCO","KLOECKNER + CO SE NA O.N.","Common stock","EUR",2504810,2018-03-26,07:02,10.27,10.27,10.27,10.27,398,2
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,07:02,71.98,71.98,71.9,71.98,439,6
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2018-03-26,07:02,23.1,23.14,23.1,23.1,1982,8
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,07:02,61.66,61.66,61.66,61.66,2,1
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2018-03-26,07:02,64.56,64.56,64.46,64.46,585,11
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2018-03-26,07:02,27.4,27.6,27.4,27.6,3065,13
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2018-03-26,07:02,12.455,12.455,12.45,12.45,609,2
"DE000STRA555","SBS","STRATEC BIOMEDICAL  NA ON","Common stock","EUR",2504851,2018-03-26,07:02,70.7,70.7,70.6,70.6,5,2
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,07:02,63.92,64.12,63.92,64.12,658,4
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,07:02,17.28,17.285,17.28,17.28,1133,4
"DE000UNSE018","UN01","UNIPER SE  NA O.N.","Common stock","EUR",2504856,2018-03-26,07:02,24.5,24.59,24.5,24.55,1057,6
"DE000VTG9999","VT9","VTG AG O.N.","Common stock","EUR",2504857,2018-03-26,07:02,46.4,46.4,46.25,46.25,701,5
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,07:02,149.6,149.6,149.2,149.2,230,3
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,07:02,133.5,133.5,133.5,133.5,44,1
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2018-03-26,07:02,44.9,45.23,44.9,45.17,1394,15
"DE0005008007","ADL","ADLER REAL ESTATE AG","Common stock","EUR",2504874,2018-03-26,07:02,13.22,13.22,13.22,13.22,50,2
"DE0005088108","BWB","BAADER BANK AG","Common stock","EUR",2504877,2018-03-26,07:02,2.04,2.04,2.04,2.04,2865,1
"DE0005093108","AAD","AMADEUS FIRE AG","Common stock","EUR",2504879,2018-03-26,07:02,88.8,88.8,88.8,88.8,300,2
"DE0005103006","ADV","ADVA OPT.NETW.SE  O.N.","Common stock","EUR",2504881,2018-03-26,07:02,5.44,5.48,5.44,5.48,187,3
"DE0005104400","AOF","ATOSS SOFTWARE AG","Common stock","EUR",2504882,2018-03-26,07:02,79.8,79.8,79.8,79.8,91,4
"DE0005111702","ZO1","ZOOPLUS AG","Common stock","EUR",2504885,2018-03-26,07:02,163.3,163.3,163.3,163.3,16,1
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,07:02,11.358,11.36,11.34,11.346,88348,22
"DE0005156004","GGS","GIGASET AG O.N.","Common stock","EUR",2504891,2018-03-26,07:02,0.718,0.718,0.718,0.718,6946,1
"DE0005168108","B5A","BAUER AG","Common stock","EUR",2504896,2018-03-26,07:02,19.44,19.44,19.42,19.44,260,2
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,07:02,84.54,84.61,84.42,84.47,5656,41
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,07:02,87.16,87.18,87.12,87.12,663,10
"DE0005313704","AFX","CARL ZEISS MEDITEC AG","Common stock","EUR",2504922,2018-03-26,07:02,49.62,49.76,49.62,49.76,364,4
"DE0005403901","CWC","CEWE STIFT.KGAA  O.N.","Common stock","EUR",2504924,2018-03-26,07:02,79.7,79.7,79.6,79.6,113,3
"DE0005407506","CEV","CENTROTEC SUSTAINABLE O.N","Common stock","EUR",2504926,2018-03-26,07:02,14.5,14.5,14.5,14.5,6,1
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,07:02,38.34,38.46,38.34,38.46,500,5
"DE0005419105","COK","CANCOM SE O.N.","Common stock","EUR",2504930,2018-03-26,07:02,78.7,78.7,78.3,78.3,619,9
"DE0005437305","COP","COMPUGROUP MED.SE O.N.","Common stock","EUR",2504932,2018-03-26,07:02,44,44,43.86,43.86,145,3
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,07:02,216.8,217,216.8,216.9,571,13
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2018-03-26,07:02,61.6,61.6,61.6,61.6,84,2
"DE0005493365","HYQ","HYPOPORT AG  NA O.N.","Common stock","EUR",2504941,2018-03-26,07:02,132.4,132.4,132,132,91,3
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2018-03-26,07:02,67.95,67.95,67.85,67.95,200,3
"DE0005550602","DRW8","DRAEGERWERK ST.A.O.N.","Common stock","EUR",2504951,2018-03-26,07:02,60.9,60.9,60.9,60.9,120,4
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,07:02,79.85,80,79.85,79.95,152,4
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,07:02,35.12,35.14,35.11,35.11,957,8
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,07:02,13.045,13.05,13.04,13.04,8627,14
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,07:02,90.5,90.5,90.5,90.5,40,1
"DE0005570808","UBK","UMWELTBANK AG O.N.","Common stock","EUR",2504957,2018-03-26,07:02,7.68,7.68,7.68,7.68,7,1
"DE0005654933","EIN3","EINHELL GERMANY VZO O.N.","Common stock","EUR",2504961,2018-03-26,07:02,89.2,89.2,89,89,39,2
"DE0005659700","EUZ","ECKERT+ZIEGLER AG O.N.","Common stock","EUR",2504962,2018-03-26,07:02,34.05,34.05,34.05,34.05,145,3
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,07:02,15.55,15.61,15.55,15.595,12832,15
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,07:02,60.96,61.08,60.96,61,1927,19
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,07:02,81.34,81.4,81.26,81.26,867,18
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,07:02,44.26,44.26,44.26,44.26,200,1
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,07:02,109.2,109.2,109.15,109.15,243,3
"DE0005878003","GIL","DMG MORI AG O.N.","Common stock","EUR",2504984,2018-03-26,07:02,46.9,46.9,46.8,46.8,115,6
"DE0005937007","MAN","MAN SE ST O.N.","Common stock","EUR",2504995,2018-03-26,07:02,95,95,95,95,23,2
